"Date/Time","Date/Time","No.1","No.2","No.3","No.4","No.5","No.6"
"Date/Time","Date/Time","ch1","ch2","ch3","ch4","Cumulative Illuminance","Cumulative Amount of UV Light"
"","","lx","mW/cm2","°C","%","lxh","W/cm2h"
"2021-08-23 13:35:50","44431.5665509259","186.10","0.000","23.6","50.0","",""
"2021-08-23 13:50:50","44431.5769675926","219.30","0.000","23.6","50.0","",""
"2021-08-23 14:05:50","44431.5873842593","227.30","0.000","23.6","50.0","",""
"2021-08-23 14:20:50","44431.5978009259","213.60","0.000","23.6","50.0","",""
"2021-08-23 14:35:50","44431.6082175926","178.40","0.000","23.6","50.0","",""
"2021-08-23 14:50:50","44431.6186342593","140.10","0.000","23.6","50.0","",""
"2021-08-23 15:05:50","44431.6290509259","143.90","0.000","23.7","50.0","",""
"2021-08-23 15:20:50","44431.6394675926","140.50","0.000","23.7","50.0","",""
"2021-08-23 15:35:50","44431.6498842593","134.40","0.000","23.7","50.0","",""
"2021-08-23 15:50:50","44431.6603009259","124.50","0.000","23.7","50.0","",""
"2021-08-23 16:05:50","44431.6707175926","130.00","0.000","23.7","50.0","",""
"2021-08-23 16:20:50","44431.6811342593","117.90","0.000","23.7","50.0","",""
"2021-08-23 16:35:50","44431.6915509259","112.10","0.000","23.7","50.0","",""
"2021-08-23 16:50:50","44431.7019675926","105.60","0.000","23.7","50.0","",""
"2021-08-23 17:05:50","44431.7123842593","100.60","0.000","23.7","50.0","",""
"2021-08-23 17:20:50","44431.7228009259","97.84","0.000","23.7","50.0","",""
"2021-08-23 17:35:50","44431.7332175926","77.52","0.000","23.7","50.0","",""
"2021-08-23 17:50:50","44431.7436342593","31.99","0.000","23.7","50.0","",""
"2021-08-23 18:05:50","44431.7540509259","29.57","0.000","23.7","50.0","",""
"2021-08-23 18:20:50","44431.7644675926","24.89","0.000","23.7","50.0","",""
"2021-08-23 18:35:50","44431.7748842593","18.41","0.000","23.7","50.0","",""
"2021-08-23 18:50:50","44431.7853009259","10.25","0.000","23.7","50.0","",""
"2021-08-23 19:05:50","44431.7957175926","3.79","0.000","23.7","50.0","",""
"2021-08-23 19:20:50","44431.8061342593","0.92","0.000","23.6","50.0","",""
"2021-08-23 19:35:50","44431.8165509259","0.13","0.000","23.6","50.0","",""
"2021-08-23 19:50:50","44431.8269675926","0.03","0.000","23.5","50.0","",""
"2021-08-23 20:05:50","44431.8373842593","0.03","0.000","23.5","50.0","",""
"2021-08-23 20:20:50","44431.8478009259","0.03","0.000","23.4","50.0","",""
"2021-08-23 20:35:50","44431.8582175926","0.02","0.000","23.4","50.0","",""
"2021-08-23 20:50:50","44431.8686342593","0.02","0.000","23.4","50.0","",""
"2021-08-23 21:05:50","44431.8790509259","0.02","0.000","23.3","50.0","",""
"2021-08-23 21:20:50","44431.8894675926","0.02","0.000","23.3","50.0","",""
"2021-08-23 21:35:50","44431.8998842593","0.02","0.000","23.2","50.0","",""
"2021-08-23 21:50:50","44431.9103009259","0.02","0.000","23.2","50.0","",""
"2021-08-23 22:05:50","44431.9207175926","0.02","0.000","23.2","50.0","",""
"2021-08-23 22:20:50","44431.9311342593","0.02","0.000","23.1","50.0","",""
"2021-08-23 22:35:50","44431.9415509259","0.02","0.000","23.1","50.0","",""
"2021-08-23 22:50:50","44431.9519675926","0.02","0.000","23.0","50.0","",""
"2021-08-23 23:05:50","44431.9623842593","0.02","0.000","23.0","50.0","",""
"2021-08-23 23:20:50","44431.9728009259","0.03","0.000","23.0","50.0","",""
