"Date/Time","Date/Time","No.1","No.2","No.3","No.4","No.5","No.6"
"Date/Time","Date/Time","ch1","ch2","ch3","ch4","Cumulative Illuminance","Cumulative Amount of UV Light"
"","","lx","mW/cm2","°C","%","lxh","W/cm2h"
"2021-08-23 03:46:43","44431.1574421296","0.00","0.000","22.9","53.0","",""
"2021-08-23 04:01:43","44431.1678587963","0.00","0.000","22.9","53.0","",""
"2021-08-23 04:16:43","44431.1782754630","0.00","0.000","22.9","53.0","",""
"2021-08-23 04:31:43","44431.1886921296","0.00","0.000","22.9","52.0","",""
"2021-08-23 04:46:43","44431.1991087963","0.00","0.000","22.9","53.0","",""
"2021-08-23 05:01:43","44431.2095254630","0.00","0.000","22.9","53.0","",""
"2021-08-23 05:16:43","44431.2199421296","0.00","0.000","22.9","52.0","",""
"2021-08-23 05:31:43","44431.2303587963","0.00","0.000","22.9","53.0","",""
"2021-08-23 05:46:43","44431.2407754630","0.00","0.000","22.8","53.0","",""
"2021-08-23 06:01:43","44431.2511921296","0.39","0.000","22.8","53.0","",""
"2021-08-23 06:16:43","44431.2616087963","0.47","0.000","22.8","53.0","",""
"2021-08-23 06:31:43","44431.2720254630","0.48","0.000","22.8","53.0","",""
"2021-08-23 06:46:43","44431.2824421296","0.49","0.000","22.8","53.0","",""
"2021-08-23 07:01:43","44431.2928587963","0.51","0.000","22.8","53.0","",""
"2021-08-23 07:16:43","44431.3032754630","0.56","0.000","22.8","53.0","",""
"2021-08-23 07:31:43","44431.3136921296","0.50","0.000","22.8","53.0","",""
"2021-08-23 07:46:43","44431.3241087963","6.79","0.000","22.9","53.0","",""
"2021-08-23 08:01:43","44431.3345254630","31.28","0.000","22.9","53.0","",""
"2021-08-23 08:16:43","44431.3449421296","30.42","0.000","22.9","53.0","",""
"2021-08-23 08:31:43","44431.3553587963","30.47","0.000","22.9","53.0","",""
"2021-08-23 08:46:43","44431.3657754630","30.60","0.000","22.9","53.0","",""
"2021-08-23 09:01:43","44431.3761921296","31.04","0.000","23.0","53.0","",""
"2021-08-23 09:16:43","44431.3866087963","33.26","0.000","23.0","53.0","",""
"2021-08-23 09:31:43","44431.3970254630","34.20","0.000","23.0","53.0","",""
"2021-08-23 09:46:43","44431.4074421296","31.37","0.000","23.1","53.0","",""
"2021-08-23 10:01:43","44431.4178587963","35.10","0.000","23.1","53.0","",""
"2021-08-23 10:16:43","44431.4282754630","34.26","0.000","23.1","53.0","",""
"2021-08-23 10:31:43","44431.4386921296","32.73","0.000","23.2","53.0","",""
"2021-08-23 10:46:43","44431.4491087963","33.73","0.000","23.2","53.0","",""
"2021-08-23 11:01:43","44431.4595254630","34.26","0.000","23.2","53.0","",""
"2021-08-23 11:16:43","44431.4699421296","34.42","0.000","23.2","53.0","",""
"2021-08-23 11:31:43","44431.4803587963","43.82","0.000","23.3","53.0","",""
"2021-08-23 11:46:43","44431.4907754630","56.06","0.000","23.3","53.0","",""
"2021-08-23 12:01:43","44431.5011921296","54.40","0.000","23.3","52.0","",""
"2021-08-23 12:16:43","44431.5116087963","56.70","0.000","23.3","53.0","",""
"2021-08-23 12:31:43","44431.5220254630","54.08","0.000","23.3","53.0","",""
"2021-08-23 12:46:43","44431.5324421296","52.88","0.000","23.3","52.0","",""
"2021-08-23 13:01:43","44431.5428587963","43.18","0.000","23.3","53.0","",""
"2021-08-23 13:16:43","44431.5532754630","39.29","0.000","23.3","53.0","",""
"2021-08-23 13:31:43","44431.5636921296","44.06","0.000","23.3","52.0","",""
"2021-08-23 13:46:43","44431.5741087963","41.50","0.000","23.4","52.0","",""
"2021-08-23 14:01:43","44431.5845254630","49.26","0.000","23.4","53.0","",""
"2021-08-23 14:16:43","44431.5949421296","52.20","0.000","23.4","52.0","",""
"2021-08-23 14:31:43","44431.6053587963","46.96","0.000","23.4","52.0","",""
"2021-08-23 14:46:43","44431.6157754630","40.32","0.000","23.4","53.0","",""
"2021-08-23 15:01:43","44431.6261921296","59.34","0.000","23.4","52.0","",""
"2021-08-23 15:16:43","44431.6366087963","48.00","0.000","23.4","52.0","",""
"2021-08-23 15:31:43","44431.6470254630","36.80","0.000","23.4","52.0","",""
"2021-08-23 15:46:43","44431.6574421296","52.90","0.000","23.5","52.0","",""
"2021-08-23 16:01:43","44431.6678587963","35.95","0.000","23.5","53.0","",""
"2021-08-23 16:16:43","44431.6782754630","47.00","0.000","23.5","52.0","",""
"2021-08-23 16:31:43","44431.6886921296","39.28","0.000","23.5","52.0","",""
"2021-08-23 16:46:43","44431.6991087963","38.28","0.000","23.5","53.0","",""
"2021-08-23 17:01:43","44431.7095254630","36.33","0.000","23.5","52.0","",""
"2021-08-23 17:16:43","44431.7199421296","23.43","0.000","23.5","53.0","",""
"2021-08-23 17:31:43","44431.7303587963","24.87","0.000","23.5","52.0","",""
"2021-08-23 17:46:43","44431.7407754630","12.20","0.000","23.5","52.0","",""
"2021-08-23 18:01:43","44431.7511921296","11.29","0.000","23.5","53.0","",""
"2021-08-23 18:16:43","44431.7616087963","8.89","0.000","23.5","52.0","",""
"2021-08-23 18:31:43","44431.7720254630","6.91","0.000","23.5","52.0","",""
"2021-08-23 18:46:43","44431.7824421296","3.83","0.000","23.5","53.0","",""
"2021-08-23 19:01:43","44431.7928587963","1.55","0.000","23.5","52.0","",""
"2021-08-23 19:16:43","44431.8032754630","0.52","0.000","23.5","52.0","",""
"2021-08-23 19:31:43","44431.8136921296","0.11","0.000","23.5","53.0","",""
"2021-08-23 19:46:43","44431.8241087963","0.03","0.000","23.4","52.0","",""
"2021-08-23 20:01:43","44431.8345254630","0.02","0.000","23.4","53.0","",""
"2021-08-23 20:16:43","44431.8449421296","0.02","0.000","23.4","52.0","",""
"2021-08-23 20:31:43","44431.8553587963","0.02","0.000","23.3","53.0","",""
"2021-08-23 20:46:43","44431.8657754630","0.02","0.000","23.3","52.0","",""
"2021-08-23 21:01:43","44431.8761921296","0.02","0.000","23.2","53.0","",""
"2021-08-23 21:16:43","44431.8866087963","0.02","0.000","23.2","52.0","",""
"2021-08-23 21:31:43","44431.8970254630","0.02","0.000","23.2","52.0","",""
"2021-08-23 21:46:43","44431.9074421296","0.02","0.000","23.1","53.0","",""
"2021-08-23 22:01:43","44431.9178587963","0.02","0.000","23.1","52.0","",""
"2021-08-23 22:16:43","44431.9282754630","0.02","0.000","23.0","53.0","",""
"2021-08-23 22:31:43","44431.9386921296","0.02","0.000","23.0","53.0","",""
"2021-08-23 22:46:43","44431.9491087963","0.02","0.000","23.0","52.0","",""
"2021-08-23 23:01:43","44431.9595254630","0.02","0.000","22.9","52.0","",""
"2021-08-23 23:16:43","44431.9699421296","0.02","0.000","22.9","52.0","",""
"2021-08-23 23:31:43","44431.9803587963","0.02","0.000","22.8","52.0","",""
"2021-08-23 23:46:43","44431.9907754630","0.02","0.000","22.8","52.0","",""
"2021-08-24 00:01:43","44432.0011921296","0.02","0.000","22.8","52.0","",""
"2021-08-24 00:16:43","44432.0116087963","0.02","0.000","22.7","52.0","",""
"2021-08-24 00:31:43","44432.0220254630","0.02","0.000","22.7","52.0","",""
"2021-08-24 00:46:43","44432.0324421296","0.02","0.000","22.7","52.0","",""
"2021-08-24 01:01:43","44432.0428587963","0.02","0.000","22.6","52.0","",""
"2021-08-24 01:16:43","44432.0532754630","0.02","0.000","22.6","52.0","",""
"2021-08-24 01:31:43","44432.0636921296","0.02","0.000","22.6","52.0","",""
"2021-08-24 01:46:43","44432.0741087963","0.02","0.000","22.5","52.0","",""
"2021-08-24 02:01:43","44432.0845254630","0.02","0.000","22.5","52.0","",""
"2021-08-24 02:16:43","44432.0949421296","0.02","0.000","22.5","52.0","",""
"2021-08-24 02:31:43","44432.1053587963","0.02","0.000","22.4","52.0","",""
"2021-08-24 02:46:43","44432.1157754630","0.02","0.000","22.4","52.0","",""
"2021-08-24 03:01:43","44432.1261921296","0.02","0.000","22.4","52.0","",""
"2021-08-24 03:16:43","44432.1366087963","0.02","0.000","22.4","52.0","",""
"2021-08-24 03:31:43","44432.1470254630","0.02","0.000","22.3","52.0","",""
"2021-08-24 03:46:43","44432.1574421296","0.02","0.000","22.3","52.0","",""
"2021-08-24 04:01:43","44432.1678587963","0.02","0.000","22.3","52.0","",""
"2021-08-24 04:16:43","44432.1782754630","0.02","0.000","22.3","52.0","",""
"2021-08-24 04:31:43","44432.1886921296","0.02","0.000","22.2","52.0","",""
"2021-08-24 04:46:43","44432.1991087963","0.06","0.000","22.2","52.0","",""
"2021-08-24 05:01:43","44432.2095254630","0.32","0.000","22.2","52.0","",""
"2021-08-24 05:16:43","44432.2199421296","1.14","0.000","22.2","52.0","",""
"2021-08-24 05:31:43","44432.2303587963","2.59","0.000","22.2","52.0","",""
"2021-08-24 05:46:43","44432.2407754630","4.40","0.000","22.1","52.0","",""
"2021-08-24 06:01:43","44432.2511921296","8.65","0.000","22.1","52.0","",""
"2021-08-24 06:16:43","44432.2616087963","11.34","0.000","22.1","52.0","",""
"2021-08-24 06:31:43","44432.2720254630","27.80","0.000","22.1","52.0","",""
"2021-08-24 06:46:43","44432.2824421296","16.07","0.000","22.1","52.0","",""
"2021-08-24 07:01:43","44432.2928587963","17.55","0.000","22.1","53.0","",""
"2021-08-24 07:16:43","44432.3032754630","20.11","0.000","22.2","52.0","",""
"2021-08-24 07:31:43","44432.3136921296","25.90","0.000","22.2","52.0","",""
"2021-08-24 07:46:43","44432.3241087963","35.60","0.000","22.2","53.0","",""
"2021-08-24 08:01:43","44432.3345254630","36.26","0.000","22.3","53.0","",""
"2021-08-24 08:16:43","44432.3449421296","32.13","0.000","22.3","53.0","",""
"2021-08-24 08:31:43","44432.3553587963","25.94","0.000","22.3","53.0","",""
"2021-08-24 08:46:43","44432.3657754630","20.83","0.000","22.4","53.0","",""
"2021-08-24 09:01:43","44432.3761921296","27.28","0.000","22.5","53.0","",""
"2021-08-24 09:16:43","44432.3866087963","34.27","0.000","22.5","53.0","",""
"2021-08-24 09:31:43","44432.3970254630","38.82","0.000","22.6","53.0","",""
"2021-08-24 09:46:43","44432.4074421296","36.27","0.000","22.6","53.0","",""
"2021-08-24 10:01:43","44432.4178587963","44.24","0.000","22.7","53.0","",""
"2021-08-24 10:16:43","44432.4282754630","49.48","0.000","22.8","53.0","",""
"2021-08-24 10:31:43","44432.4386921296","59.98","0.000","22.8","53.0","",""
"2021-08-24 10:46:43","44432.4491087963","34.85","0.000","22.9","53.0","",""
"2021-08-24 11:01:43","44432.4595254630","36.62","0.000","23.0","53.0","",""
"2021-08-24 11:16:43","44432.4699421296","45.48","0.000","23.0","53.0","",""
"2021-08-24 11:31:43","44432.4803587963","57.80","0.000","23.1","53.0","",""
